country,variable,value,estimate_weighted,estimate_weighted_se,estimate_weighted_95ci_low,estimate_weighted_95ci_upp,n_unweighted,question_text,notes
MX,support_interaction_target_is_work_school_30d,(Does not apply),0.29646952785456493,0.014815635022603706,0.26826880434083994,0.3263127396224442,600,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_work_school_30d,DK/NR,6.783710169689634e-4,5.183367316132385e-4,1.5159764434168776e-4,0.0030300358950191594,2,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_work_school_30d,No,0.4215995912957472,0.012731739997015434,0.39685955540303414,0.44673955772779256,868,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_work_school_30d,Yes,0.3222504578435779,0.012472588164991829,0.2982999855636892,0.34717249855073273,573,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_work_school_30d,(Does not apply),0.2525270264777988,0.010763210545307288,0.23201491601167565,0.27420510185746894,566,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_work_school_30d,DK/NR,0.00362292438588156,0.0013305680292314298,0.001762125887133707,0.007434085562757325,9,Did you interact with people from work or school to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_neighbors_30d,No,0.4337581078544274,0.01258135564882062,0.4092761961074821,0.45856764465620925,822,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_neighbors_30d,Yes,0.277979565854352,0.012770951737814078,0.25364795220616854,0.30369549039657184,576,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_neighbors_30d,(Does not apply),0.28826232629427023,0.012065663547584411,0.26519660249544,0.31248107608956815,602,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_neighbors_30d,No,0.2551205047764777,0.010874534309519927,0.23439250577085527,0.27701829598371225,497,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_neighbors_30d,Yes,0.6250816955302732,0.012390125466309344,0.6004944994188419,0.6490400852327105,1249,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_neighbors_30d,(Does not apply),0.11979779970628442,0.0078013794114572274,0.10532682402106708,0.13595483453658144,256,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_neighbors_30d,No,0.43975616977124526,0.01378701127139367,0.41293136909957867,0.4669375542563044,890,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_neighbors_30d,Yes,0.20246588590836176,0.011227517315812577,0.1813440593350851,0.22537059127012327,390,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_neighbors_30d,(Does not apply),0.35757236015868754,0.013373508730749625,0.33180093397039156,0.38419456905509075,719,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_neighbors_30d,DK/NR,2.0558489949775037e-4,2.056678427417172e-4,2.891538048681872e-5,0.0014601079359952086,1,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_neighbors_30d,No,0.20729174837146816,0.01174023068965989,0.18521654951424868,0.23125125605420194,402,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_neighbors_30d,Yes,0.6160925007064824,0.014935039455732836,0.5864243416762358,0.6449210545759245,1350,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_neighbors_30d,(Does not apply),0.17415326550836546,0.012361524629099289,0.1512316203129386,0.1997315288222397,318,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_neighbors_30d,DK/NR,0.0024624854779918583,0.00104527199039164,0.0010707237204845717,0.005653067062184053,7,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_neighbors_30d,No,0.22144131211785734,0.011557224792472945,0.19961420445861078,0.24492478135980833,422,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_neighbors_30d,Yes,0.4009052096877207,0.017994984476831264,0.36619423793721667,0.43663970537868474,829,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_neighbors_30d,(Does not apply),0.3763994184636611,0.019100034525225608,0.33975465169585056,0.41451518172409973,747,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_neighbors_30d,DK/NR,0.0012540597354135455,0.0010954770380894405,2.259839154791945e-4,0.006926789288959225,2,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_neighbors_30d,No,0.4678337619366093,0.013919393238222973,0.4406682067082272,0.4951913554715586,922,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_neighbors_30d,Yes,0.23569671023296943,0.012724985051428018,0.21166767673902884,0.2615485525215838,479,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_neighbors_30d,(Does not apply),0.29646952785456493,0.014815635022603706,0.26826880434083994,0.3263127396224442,600,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_neighbors_30d,No,0.4964813461411498,0.012934189155252898,0.4711550337177705,0.5218257278801023,927,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_neighbors_30d,Yes,0.24864262257148168,0.011199720758197229,0.22733976937158862,0.27124090188043487,519,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_neighbors_30d,(Does not apply),0.2525270264777988,0.010763210545307288,0.23201491601167565,0.27420510185746894,566,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_neighbors_30d,DK/NR,0.002349004940441733,0.001263375543448671,8.17614781519522e-4,0.006729366942554506,4,Did you interact with neighbors or people who live near you to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_groups_30d,No,0.4882522701927599,0.013601425260016311,0.46164571691394096,0.5149255577415305,966,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_groups_30d,Yes,0.2232735159818617,0.012198756452111341,0.20027243126620103,0.248096741468264,431,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_groups_30d,(Does not apply),0.28826232629427023,0.012065663547584411,0.26519660249544,0.31248107608956815,602,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_groups_30d,DK/NR,2.1188753649860123e-4,2.1209097757931642e-4,2.9769122446158646e-5,0.0015064723984117667,1,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_groups_30d,No,0.6552559721920881,0.01175037789653823,0.6318697321438393,0.6779138454797397,1281,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_groups_30d,Yes,0.2243331577186038,0.011127576146486975,0.20327331114432248,0.24689873564896186,463,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_groups_30d,(Does not apply),0.11979779970628442,0.0078013794114572274,0.10532682402106708,0.13595483453658144,256,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_groups_30d,DK/NR,6.130703886126274e-4,4.5514333867776837e-4,1.4296591071029485e-4,0.002624927245473541,2,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_groups_30d,No,0.41675412785512367,0.013723815127218968,0.3901216170571619,0.44388149700973134,829,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_groups_30d,Yes,0.22504058097747232,0.011678191125693248,0.202974066888368,0.2487573377959347,451,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_groups_30d,(Does not apply),0.35757236015868754,0.013373508730749625,0.33180093397039156,0.38419456905509075,719,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_groups_30d,DK/NR,6.329310279898654e-4,6.329493106638289e-4,8.904477742932565e-5,0.004483981687308,1,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_groups_30d,No,0.35160187056353304,0.01603073824088388,0.32085186757555634,0.38363420177454005,769,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_groups_30d,Yes,0.46654872036772815,0.016305890997388182,0.4347618095193245,0.498609583230345,975,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_groups_30d,(Does not apply),0.17415326550836546,0.012361524629099289,0.1512316203129386,0.1997315288222397,318,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_groups_30d,DK/NR,0.007696143589040911,0.003375537189536436,0.0032500085121835716,0.018114221638705318,15,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_groups_30d,No,0.3381022408955038,0.014648985603089965,0.31000566786175743,0.3673894047846802,656,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_groups_30d,Yes,0.28202404004608056,0.015373372232211158,0.2528842431486639,0.31311437526477637,591,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_groups_30d,(Does not apply),0.3763994184636611,0.019100034525225608,0.33975465169585056,0.41451518172409973,747,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_groups_30d,DK/NR,0.0034743005967693926,0.0016855576510990038,0.0013405696975346936,0.00897368808264523,6,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_groups_30d,No,0.4829327102453407,0.014445850540142703,0.4546969990690695,0.5112778265915753,958,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_groups_30d,Yes,0.2203967897468285,0.011696533445307276,0.19832255831611365,0.24417962971024743,442,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_groups_30d,(Does not apply),0.29646952785456493,0.014815635022603706,0.26826880434083994,0.3263127396224442,600,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_groups_30d,DK/NR,2.0097215941688453e-4,2.0131410686822693e-4,2.8194893480422316e-5,0.0014310069760473244,1,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_groups_30d,No,0.40550904130940474,0.012742034034250583,0.38079281029894363,0.4307136280431319,781,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_groups_30d,Yes,0.3383584797541886,0.012428419131852506,0.3144374041701102,0.3631354330393599,662,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_groups_30d,(Does not apply),0.2525270264777988,0.010763210545307288,0.23201491601167565,0.27420510185746894,566,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_groups_30d,DK/NR,0.0036054524598179783,0.001477904265561286,0.0016127255319555534,0.008040616110661643,7,Did you interact with people from groups you are a part of based on shared interests or beliefs to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_strangers_30d,No,0.6129604884104186,0.014188754134897836,0.5848032072342407,0.6403824798861067,1209,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_strangers_30d,Yes,0.09808858194393866,0.008419815073884904,0.08277462040954021,0.1158778145395983,188,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_strangers_30d,(Does not apply),0.28826232629427023,0.012065663547584411,0.26519660249544,0.31248107608956815,602,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_target_is_strangers_30d,DK/NR,6.886037139905165e-4,6.884933138672113e-4,9.690717871066425e-5,0.004875469398542586,1,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_strangers_30d,No,0.5970783238054923,0.010895297940877314,0.5755470008620293,0.6182418906308886,1190,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_strangers_30d,Yes,0.28312387649459175,0.010912343953496674,0.26222760034034825,0.3049969390855364,556,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_target_is_strangers_30d,(Does not apply),0.11979779970628442,0.0078013794114572274,0.10532682402106708,0.13595483453658144,256,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_strangers_30d,No,0.5862658387553266,0.013725479307866576,0.5591255743841518,0.6128920867901424,1167,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_strangers_30d,Yes,0.05616180109046946,0.006296096954448012,0.045020296217791994,0.06985887595322211,114,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
FR,support_interaction_target_is_strangers_30d,(Does not apply),0.35757236015868754,0.013373508730749625,0.33180093397039156,0.38419456905509075,719,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_strangers_30d,No,0.7175810826760365,0.013941693970216726,0.6894664224368566,0.7440950990169893,1544,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_strangers_30d,Yes,0.10364699389892085,0.008678676209604988,0.08782536996965327,0.12193784688267391,205,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_strangers_30d,(Does not apply),0.17415326550836546,0.012361524629099289,0.1512316203129386,0.1997315288222397,318,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
ID,support_interaction_target_is_strangers_30d,DK/NR,0.00461865797333049,0.001696655871297645,0.0022455923116801724,0.009475682439057425,10,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_strangers_30d,No,0.5068916065536585,0.017763552503250377,0.47208959519822,0.5416269573411376,1015,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_strangers_30d,Yes,0.11452895623167819,0.009562374656917894,0.09707557667399394,0.13465234486087566,236,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_strangers_30d,(Does not apply),0.3763994184636611,0.019100034525225608,0.33975465169585056,0.41451518172409973,747,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
IN,support_interaction_target_is_strangers_30d,DK/NR,0.0021800187580501154,0.0015424808062440138,5.437882391280591e-4,0.00869674153115406,2,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_strangers_30d,No,0.6013064732227443,0.014243156645537223,0.5730820861062267,0.6288732884428152,1192,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_strangers_30d,Yes,0.10165652762492561,0.008216922642821324,0.08664148443511689,0.1189348502525669,208,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_strangers_30d,(Does not apply),0.29646952785456493,0.014815635022603706,0.26826880434083994,0.3263127396224442,600,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
MX,support_interaction_target_is_strangers_30d,DK/NR,5.674714447632216e-4,5.660894979140568e-4,8.022809670190543e-5,0.004002010218746767,1,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_strangers_30d,No,0.5532395143223735,0.012813798564603171,0.5280036405641751,0.5782039837200957,1073,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_strangers_30d,Yes,0.18976244407844056,0.010511529187809177,0.17000599303673583,0.21123049942430897,367,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_strangers_30d,(Does not apply),0.2525270264777988,0.010763210545307288,0.23201491601167565,0.27420510185746894,566,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
US,support_interaction_target_is_strangers_30d,DK/NR,0.00447101503777451,0.0015917520473342909,0.002222825294873743,0.008972600660361344,10,Did you interact with strangers or people you dont know to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_mode_is_in_person_30d,No,0.28488441521764574,0.01090777510861877,0.2639910240593119,0.30674224108904713,556,Did you interact with people in person to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_mode_is_in_person_30d,Yes,0.42494304624205065,0.013019416963658315,0.3996402641293388,0.45064533071123486,840,Did you interact with people in person to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_mode_is_in_person_30d,(Does not apply),0.28826232629427023,0.012065663547584411,0.26519660249544,0.31248107608956815,602,Did you interact with people in person to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
BR,support_interaction_mode_is_in_person_30d,DK/NR,0.0019102122499735094,0.001397971251187042,4.543786580464902e-4,0.007993249178465152,2,Did you interact with people in person to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
EG,support_interaction_mode_is_in_person_30d,No,0.058365703567217646,0.006610510930012273,0.0466773450636371,0.0727575377371702,125,Did you interact with people in person to get support or help in the past 30 days?,"Question only asked if support_need_freq_30d is Rarely, Sometimes, or Often. All estimates for this variable are reported as proportions of response over the entire country-level population."
